FID,CT_Tag_ID,Date_Ptd,Cultivar,SciName,CmmnName,DBH,Program,EventORAdd,Impervious,DBH1,DBH2,DBH3,DBH4,TotalHeigh,Width_NS,Width_EW,PercentMis,CrownCondi,TreeStruct,SpaceType1,CrownBase,Jurisdicti,SpaceTypeD,Cond_18,SpaceType,Condition,DDOE,PTG_Notes,Cond_12,Genus,Species,StockType,Class_Code,Mntc_Condn,Season,Nursery,Condit_13,POINT_X,POINT_Y,Cond_17,Cond_16,Cond_15,Cond_14,db_jdx,db_year,db_Season,db_removed,db_SpaceTy,db_Prog,db_StockT,db_ClassCo,db_Nursery,db_Genus,db_Species,db_mtc,db_pltdbh,isAlive,Death_Yr,Death_Age,Age,Cond_Agg
9435,LGCY599,3/2/06 0:00, ,Taxodium distichum,"Cypress, Bald",0,No Program,Anacostia Airport Service Rd Project - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Continuous Strip,Good, , ,DEAD,Taxodium,distichum,BB,120,Dead,Spring,Tennessee Trees, ,-76.99090359,38.86773652, , , , ,NPS,2006,Spring, ,Continuous Strip,No Program,BB,120,Tennessee Trees,Taxodium,distichum,Dead,2.5,0,2012,6,6,DEAD
9436,LGCY606,11/12/05 0:00,Okame,Prunus x incamp - Okame,"Cherry, Flowering Okame",0,CTP,Ward 5 - 9/11 Memorial Grove - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Poor, ,Tree removed 4/26/14; stump needs grinding, ,Prunus,x incamp,BB,120,Dead,Fall,Watkins Nurseries,Poor,-76.97847251,38.9262038, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,120,Watkins Nurseries,Prunus,x incamp,Dead,2.5,0,2014,9,9,Dead
9437,LGCY617,11/20/04 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Oxon Run - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Continuous Strip, , , ,MISSING,Acer,rubrum,BB,120,Dead,Fall,Robin Hill Farm Nursery, ,-77.00034324,38.83529953, , , , ,DPR,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Dead,2,0,2012,8,8,MISSING
9438,LGCY622,10/20/05 0:00, ,Cornus kousa,"Dogwood, Kousa",0,CTP,Bancroft ES - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, ,Bancroft Elem.,MISSING,Cornus,kousa,BB,120,Dead,Fall,Merrifield, ,-77.04096977,38.93424289, , , , ,DCPS,2005,Fall, ,Continuous Strip,CTP,BB,120,Merrifield,Cornus,kousa,Dead,2,0,2012,7,7,MISSING
9439,LGCY623,10/20/05 0:00, ,Cornus kousa,"Dogwood, Kousa",0,CTP,Bancroft ES - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, ,Bancroft Elem.,MISSING,Cornus,kousa,BB,120,Dead,Fall,Merrifield, ,-77.04106177,38.93424286, , , , ,DCPS,2005,Fall, ,Continuous Strip,CTP,BB,120,Merrifield,Cornus,kousa,Dead,2,0,2012,7,7,MISSING
9440,LGCY638,4/23/06 0:00, ,Betula nigra,"Birch, River",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,GOOD,Betula,nigra,BB,119,Dead,Spring,Watkins Nurseries,Dead,-77.08024358,38.9472637, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Betula,nigra,Dead,0,0,2013,7,7,GOOD
9441,LGCY640,4/23/06 0:00, ,Betula nigra,"Birch, River",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Betula,nigra,BB,119,Dead,Spring,Merrifield, ,-77.08014932,38.94742602, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Merrifield,Betula,nigra,Dead,0,0,2012,6,6,MISSING
9442,LGCY641,4/23/06 0:00, ,Betula nigra,"Birch, River",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Betula,nigra,BB,119,Dead,Spring,Merrifield, ,-77.08015095,38.94747399, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Merrifield,Betula,nigra,Dead,0,0,2012,6,6,MISSING
9443,LGCY643,4/1/06 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Marvin Gaye Park Planting - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Hamamelis,virginiana,BB,119,Dead,Spring,Watkins Nurseries, ,-76.92719137,38.89676893, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Hamamelis,virginiana,Dead,0,0,2012,6,6,MISSING
9444,LGCY646,4/30/04 0:00, ,Halesia carolina (tetraptera),"Silverbell, Carolina",0,CTP,Banneker Recreation Center - Spring 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Continuous Strip, , , ,MISSING,Halesia,carolina (tetraptera),BB,120,Dead,Spring,Merrifield, ,-77.02242352,38.92139642, , , , ,DPR,2004,Spring, ,Continuous Strip,CTP,BB,120,Merrifield,Halesia,carolina (tetraptera),Dead,1,0,2012,8,8,MISSING
9445,LGCY651,4/23/06 0:00, ,Betula nigra,"Birch, River",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Betula,nigra,BB,119,Dead,Spring,Merrifield, ,-77.08017027,38.94772773, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Merrifield,Betula,nigra,Dead,0,0,2012,6,6,MISSING
9446,LGCY652,4/23/06 0:00, ,Betula nigra,"Birch, River",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Betula,nigra,BB,119,Dead,Spring,Merrifield, ,-77.08018048,38.9476486, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Merrifield,Betula,nigra,Dead,0,0,2012,6,6,MISSING
9447,LGCY656,4/23/06 0:00, ,Ilex opaca,"Holly, American",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Ilex,opaca,BB,119,Dead,Spring,Watkins Nurseries, ,-77.08165486,38.94700525, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Ilex,opaca,Dead,2,0,2012,6,6,MISSING
9448,LGCY657,4/23/06 0:00, ,Ilex opaca,"Holly, American",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Ilex,opaca,BB,119,Dead,Spring,Watkins Nurseries, ,-77.08162906,38.94697443, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Ilex,opaca,Dead,2,0,2012,6,6,MISSING
9449,LGCY684,4/23/06 0:00, ,Carpinus betulus,"Hornbeam, European",0,CTP,Janney ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,MISSING,Carpinus,betulus,BB,119,Dead,Spring,Watkins Nurseries, ,-77.08099212,38.94710763, , , , ,DCPS,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Carpinus,betulus,Dead,2,0,2012,6,6,MISSING
9450,LGCY696,12/13/03 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Watts Branch Park - Fall 2003, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Ulmus,americana,CT,120,Dead,Fall,Riveredge Farms, ,-76.92893822,38.89818408, , , , ,DPR,2003,Fall, ,Open Land,CTP,CT,120,Riveredge Farms,Ulmus,americana,Dead,0,0,2012,9,9,MISSING
9451,LGCY705,9/19/05 0:00, ,Cornus kousa,"Dogwood, Kousa",0,CTP,Watts Branch Park - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Cornus,kousa,BB,55,Dead,Fall,Bobtown, ,-76.92587473,38.89639942, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,55,Bobtown,Cornus,kousa,Dead,2,0,2012,7,7,MISSING
9452,LGCY708,5/5/05 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Oxon Run - Spring 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , , ,Ulmus,americana,BB,120,Dead,Spring,Riveredge Farms,Removed,-77.00090583,38.83603477, , , , ,DPR,2005,Spring,Yes,Open Land,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2013,8,8,Dead
9453,LGCY732,4/26/03 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Therapeutic Recreation Center - Spring 2003, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Continuous Strip, , , ,MISSING,Ulmus,americana,BB,120,Dead,Spring,Riveredge Farms, ,-76.9638794,38.88058296, , , , ,DPR,2003,Spring, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,7,0,2012,9,9,MISSING
9454,LGCY751,3/9/06 0:00, ,Quercus rubra,"Oak, Red",0,No Program,Fort Dupont Park - Bowen Circle - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,NPS, , ,Open Land,Good, , ,GOOD,Quercus,rubra,BB,120,Dead,Spring,Tennessee Trees,Dead,-76.94000832,38.872163, , , , ,NPS,2006,Spring, ,Open Land,No Program,BB,120,Tennessee Trees,Quercus,rubra,Dead,2.5,0,2013,7,7,GOOD
9455,LGCY755,6/6/07 0:00, ,Magnolia grandiflora,"Magnolia, Southern",0,CTP,Murch ES - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land,Good, , ,GOOD,Magnolia,grandiflora,BB,119,Dead,Spring,Bremo Trees,Removed,-77.07154184,38.95281701, , , , ,DCPS,2007,Spring,Yes,Open Land,CTP,BB,119,Bremo Trees,Magnolia,grandiflora,Dead,0,0,2013,6,6,GOOD
9456,LGCY764,3/15/07 0:00, ,Quercus phellos,"Oak, Willow",0,CTP,Brown JHS - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Quercus,phellos,BB,119,Dead,Spring,Watkins Nurseries, ,-76.97034203,38.90298873, , , , ,DCPS,2007,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Quercus,phellos,Dead,2.5,0,2012,5,5,MISSING
9457,LGCY768,11/20/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Oxon Run - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Continuous Strip, , , ,MISSING,Ulmus,americana,BB,120,Dead,Fall,Riveredge Farms, ,-76.99926752,38.83588329, , , , ,DPR,2004,Fall, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2012,8,8,MISSING
9458,LGCY810,4/1/06 0:00, ,Amelanchier x grandiflora,"Serviceberry, Apple",0,CTP,Marvin Gaye Park Planting - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Amelanchier,x grandiflora,BB,119,Dead,Spring,Watkins Nurseries, ,-76.92731679,38.89669921, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Amelanchier,x grandiflora,Dead,0,0,2012,6,6,MISSING
9459,LGCY812,4/1/06 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Marvin Gaye Park Planting - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,DEAD,Acer,rubrum,BB,119,Dead,Spring,Watkins Nurseries, ,-76.92710545,38.8965289, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Acer,rubrum,Dead,2.5,0,2012,6,6,DEAD
9460,LGCY819,12/3/04 0:00, ,Magnolia grandiflora,"Magnolia, Southern",0,CTP,ECC Matthew Henson Center - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,DEAD,Magnolia,grandiflora,CT,120,Dead,Fall,Robin Hill Farm Nursery, ,-77.0105289,38.86556594, , , , ,DPR,2004,Fall, ,Open Land,CTP,CT,120,Robin Hill Farm Nursery,Magnolia,grandiflora,Dead,2.5,0,2012,8,8,DEAD
9461,LGCY828,11/7/04 0:00, ,Juniperus virginiana,"Cedar, Eastern Red",0,CTP,RFK Kingman Lake - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Juniperus,virginiana,BB,120,Dead,Fall,Robin Hill Farm Nursery, ,-76.96893074,38.89143786, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Juniperus,virginiana,Dead,1,0,2012,8,8,MISSING
9462,LGCY840,3/25/06 0:00, ,Quercus phellos,"Oak, Willow",0,CTP,Fort Dupont Park - Bowen Circle - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Quercus,phellos,BB,120,Dead,Spring,Unknown, ,-76.94062794,38.8722299, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,120,Unknown,Quercus,phellos,Dead,2.5,0,2012,6,6,MISSING
9463,LGCY871,3/14/07 0:00, ,Betula nigra,"Birch, River",0,CTP,Seed PCS - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,CHRTERSCHOOL, , ,Open Land, , , ,MISSING,Betula,nigra,BB,119,Dead,Spring,Bremo Trees, ,-76.94746637,38.88760447, , , , ,CHRTERSCHOOL,2007,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Betula,nigra,Dead,0,0,2012,5,5,MISSING
9464,LGCY875,11/20/04 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Oxon Run - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,POOR,Acer,rubrum,BB,120,Dead,Fall,Robin Hill Farm Nursery,Dead,-76.99861411,38.83637147, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Dead,2,0,2013,9,9,POOR
9465,LGCY891,11/20/04 0:00,Okame,Prunus x incamp - Okame,"Cherry, Flowering Okame",0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,MISSING,Prunus,x incamp,BB,120,Dead,Fall,Valley Crest, ,-76.97976453,38.88108294, , , , ,OTHPRIVATE,2004,Fall, , ,CTP,BB,120,Valley Crest,Prunus,x incamp,Dead,0,0,2012,8,8,MISSING
9466,LGCY901,11/20/04 0:00, ,Carpinus speciosa,Hornbeam,0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,DEAD,Carpinus,speciosa,BB,120,Dead,Fall,Valley Crest, ,-76.97976758,38.87984591, , , , ,OTHPRIVATE,2004,Fall, , ,CTP,BB,120,Valley Crest,Carpinus,speciosa,Dead,0,0,2012,8,8,DEAD
9467,LGCY925,11/20/04 0:00, ,Platanus x acerifolia,"Planetree, London",0,CTP,Oxon Run - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Platanus,x acerifolia,BB,120,Dead,Fall,Robin Hill Farm Nursery, ,-76.99846005,38.83688044, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Platanus,x acerifolia,Dead,2,0,2012,8,8,MISSING
9468,LGCY932,11/20/04 0:00, ,Cercis canadensis,"Redbud, Eastern",0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,GOOD,Cercis,canadensis,BB,120,Dead,Fall,Valley Crest,Removed,-76.97965615,38.87911262, , , , ,OTHPRIVATE,2004,Fall,Yes, ,CTP,BB,120,Valley Crest,Cercis,canadensis,Dead,0,0,2013,9,9,GOOD
9469,LGCY940,11/20/04 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,GOOD,Hamamelis,virginiana,BB,120,Dead,Fall,Valley Crest,Removed,-76.98017253,38.87919381, , , , ,OTHPRIVATE,2004,Fall,Yes, ,CTP,BB,120,Valley Crest,Hamamelis,virginiana,Dead,0,0,2013,9,9,GOOD
9470,LGCY943,11/20/04 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,GOOD,Hamamelis,virginiana,BB,120,Dead,Fall,Valley Crest,Removed,-76.97980666,38.87917403, , , , ,OTHPRIVATE,2004,Fall,Yes, ,CTP,BB,120,Valley Crest,Hamamelis,virginiana,Dead,0,0,2013,9,9,GOOD
9471,LGCY944,11/20/04 0:00, ,Hamamelis virginiana,"Witch Hazel, Common",0,CTP,Ward 6:  9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , , , , ,GOOD,Hamamelis,virginiana,BB,120,Dead,Fall,Valley Crest,Removed,-76.97972683,38.87915906, , , , ,OTHPRIVATE,2004,Fall,Yes, ,CTP,BB,120,Valley Crest,Hamamelis,virginiana,Dead,0,0,2013,9,9,GOOD
9472,LGCY950,9/11/04 0:00, ,Ilex opaca,"Holly, American",0,CTP,Virginia Ave - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,POOR,Ilex,opaca,BB,120,Dead,Fall,Merrifield,Removed,-76.99334017,38.87785804, , , , ,DPR,2004,Fall,Yes,Open Land,CTP,BB,120,Merrifield,Ilex,opaca,Dead,0,0,2013,9,9,POOR
9473,LGCY958,9/11/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Virginia Ave - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Ulmus,americana,BB,120,Dead,Fall,Mrs. Casey's Mansion, ,-76.9916905,38.87725996, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Mrs. Casey's Mansion,Ulmus,americana,Dead,1,0,2012,8,8,MISSING
9474,LGCY976,11/18/05 0:00, ,Cercis canadensis,"Redbud, Eastern",0,CTP,Oxon Run - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, ,senate10,MISSING,Cercis,canadensis,BB,120,Dead,Fall,Merrifield, ,-76.99233174,38.8388943, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,120,Merrifield,Cercis,canadensis,Dead,2,0,2012,7,7,MISSING
9475,LGCY994,9/19/05 0:00, ,Cornus florida,"Dogwood, Flowering",0,CTP,Watts Branch Park - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,DEAD,Cornus,florida,BB,55,Dead,Fall,Bobtown, ,-76.92523331,38.89585828, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,55,Bobtown,Cornus,florida,Dead,2,0,2012,7,7,DEAD
9476,LGCY995,11/18/05 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Oxon Run - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, ,senate10,MISSING,Acer,rubrum,BB,120,Dead,Fall,Merrifield, ,-76.99329011,38.83869024, , , , ,DPR,2005,Fall, ,Open Land,CTP,BB,120,Merrifield,Acer,rubrum,Dead,2,0,2012,7,7,MISSING
9477,LGCY1004,3/25/06 0:00, ,Quercus rubra,"Oak, Red",0,CTP,Fort Dupont Park - Bowen Circle - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, , ,MISSING,Quercus,rubra,BB,120,Dead,Spring,Watkins Nurseries, ,-76.94085147,38.87228813, , , , ,DPR,2006,Spring, ,Open Land,CTP,BB,120,Watkins Nurseries,Quercus,rubra,Dead,2.5,0,2012,6,6,MISSING
9478,LGCY1010,12/13/03 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Watts Branch Park - Fall 2003, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,MISSING,Ulmus,americana,CT,120,Dead,Fall,Riveredge Farms, ,-76.92212398,38.89502118, , , , ,DPR,2003,Fall, ,Open Land,CTP,CT,120,Riveredge Farms,Ulmus,americana,Dead,0,0,2012,9,9,MISSING
9479,LGCY1021,4/22/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,Congressional Cemetery - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,OTHPRIVATE, , , ,Good, , ,MISSING,Lagerstroemia,indica,BB,119,Dead,Spring,Robin Hill Farm Nursery, ,-76.97538312,38.88067639, , , , ,OTHPRIVATE,2006,Spring, , ,CTP,BB,119,Robin Hill Farm Nursery,Lagerstroemia,indica,Dead,0,0,2012,6,6,MISSING
9480,LGCY1034,10/16/04 0:00, ,Nyssa sylvatica,Blackgum,0,CTP,Upshur Park - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land, , , ,DEAD,Nyssa,sylvatica,BB,120,Dead,Fall,Merrifield, ,-77.03118183,38.94407575, , , , ,DPR,2004,Fall, ,Open Land,CTP,BB,120,Merrifield,Nyssa,sylvatica,Dead,1.75,0,2012,8,8,DEAD
9481,LGCY1044,2/17/06 0:00, ,Amelanchier x grandiflora,"Serviceberry, Apple",0,CTP,Bancroft ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Good, , ,MISSING,Amelanchier,x grandiflora,BB,120,Dead,Spring,Watkins Nurseries, ,-77.04095597,38.93474366, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,120,Watkins Nurseries,Amelanchier,x grandiflora,Dead,0,0,2012,6,6,MISSING
9482,LGCY1046,2/17/06 0:00, ,Magnolia grandiflora,"Magnolia, Southern",0,CTP,Bancroft ES - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip,Poor, , ,MISSING,Magnolia,grandiflora,BB,120,Dead,Spring,Merrifield, ,-77.04087477,38.93474369, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,120,Merrifield,Magnolia,grandiflora,Dead,2.5,0,2012,6,6,MISSING
9483,LGCY1051,12/15/04 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Anacostia HS - Fall 2014, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Ulmus,americana,BB,120,Dead,Fall,Riveredge Farms, ,-76.98370385,38.87023926, , , , ,DCPS,2004,Fall, ,Open Land,CTP,BB,120,Riveredge Farms,Ulmus,americana,Dead,2,0,2012,8,8,MISSING
9484,LGCY1062,3/29/07 0:00, ,Magnolia speciosa,Magnolia,0,CTP,Hart MS - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Magnolia,speciosa,BB,119,Dead,Spring,Bremo Trees, ,-76.99811204,38.83754915, , , , ,DCPS,2007,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Magnolia,speciosa,Dead,2,0,2012,5,5,MISSING
9485,LGCY1063,3/29/07 0:00,Princeton,Ulmus americana - Princeton,"Elm, American Princeton",0,CTP,Hart MS - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,MISSING,Ulmus,americana,CT,119,Dead,Spring,Riveredge Farms, ,-76.99657386,38.83803583, , , , ,DCPS,2007,Spring, ,Open Land,CTP,CT,119,Riveredge Farms,Ulmus,americana,Dead,1.5,0,2012,5,5,MISSING
9486,LGCY1075,10/16/05 0:00, ,Cedrus atlantica,"Cedar, Atlas",0,CTP,Thurgood Marshall Academy/Savoy ES - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,CHRTERSCHOOL, , ,Open Land,Good, , blue atlas cedar,MISSING,Cedrus,atlantica,CT,120,Dead,Fall,Merrifield, ,-76.99474924,38.8623949, , , , ,CHRTERSCHOOL,2005,Fall, ,Open Land,CTP,CT,120,Merrifield,Cedrus,atlantica,Dead,2,0,2012,7,7,MISSING
9487,LGCY1112,3/22/07 0:00, ,Quercus rubra,"Oak, Red",0,CTP,Cesar Chavez - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,CHRTERSCHOOL, , ,Open Land, , , ,REMOVAL,Quercus,rubra,BB,119,Dead,Spring,Watkins Nurseries, ,-76.94931781,38.90190494, , , , ,CHRTERSCHOOL,2007,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Quercus,rubra,Dead,2.5,0,2012,5,5,REMOVAL
9488,LGCY1119,3/22/07 0:00,Kwanzan,Prunus serrulata - Kwanzan,"Cherry, Japanese Flowering Kwanzan",0,CTP,Cardozo HS - Spring 2007, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Open Land, , , ,GOOD,Prunus,serrulata,BB,119,Dead,Spring,Watkins Nurseries,Removed,-77.02762766,38.9222642, , , , ,DCPS,2007,Spring,Yes,Open Land,CTP,BB,119,Watkins Nurseries,Prunus,serrulata,Dead,2.5,0,2013,6,6,GOOD
9489,LGCY1137,4/15/06 0:00, ,Quercus rubra,"Oak, Red",0,CTP,J.O. Wilson - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip, , , ,MISSING,Quercus,rubra,BB,119,Dead,Spring,Tennessee Trees, ,-76.99742122,38.90266598, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,119,Tennessee Trees,Quercus,rubra,Dead,2,0,2012,6,6,MISSING
9490,LGCY1139,4/15/06 0:00, ,Quercus alba,"Oak, White",0,CTP,J.O. Wilson - Spring 2006, ,0,0,0,0,0,0,0, , , , ,0,DCPS, , ,Continuous Strip, , , ,MISSING,Quercus,alba,BB,119,Dead,Spring,Tennessee Trees, ,-76.99699895,38.90266429, , , , ,DCPS,2006,Spring, ,Continuous Strip,CTP,BB,119,Tennessee Trees,Quercus,alba,Dead,2,0,2012,6,6,MISSING
9491,LGCY1156,11/18/05 0:00, ,Acer rubrum,"Maple, Red",0,CTP,Oxon Run - Fall 2005, ,0,0,0,0,0,0,0, , , , ,0,DPR, , ,Open Land,Good, ,senate10,POOR,Acer,rubrum,BB,120,Dead,Fall,Merrifield,Removed,-76.9923923,38.83882082, , , , ,DPR,2005,Fall,Yes,Open Land,CTP,BB,120,Merrifield,Acer,rubrum,Dead,2,0,2013,8,8,POOR
9492,LGCY1173,11/20/04 0:00,Unknown,Unknown,Unknown,0, ,Ward 6: 9/11 Memorial Grove - Fall 2004, ,0,0,0,0,0,0,0, , , , ,0, , , , , , , ,GOOD,Unknown, , ,120, ,Fall, , ,-76.9793983,38.88130221, , , , , ,2004,Fall, , ,CTP, ,120, ,Unknown, , ,0,1,0,0,15,GOOD
